PARTIE 	 第一
Pendule 	 巨摆
mémorial 	 纪念碑
avait 	 也
disparu 	 不知去向
vue 	 不知去向
. 	 ，
plus 	 只有
que 	 只有
de 	 的
Gobi 	 戈壁滩
désert 	 戈壁滩
restait 	 延伸
à 	 到
, 	 ，
comme 	 与
il 	 他
première 	 第一
fois 	 次
mis 	 进入
dans 	 进入
ce 	 这个
monde 	 世界
. 	 。
cependant 	 但
Wang 	 汪淼
Miao 	 汪淼
très 	 很快
vite 	 很快
aperçut 	 发现
c' 	 这
était 	 是
il 	 自己
une 	 的
illusion 	 错觉
. 	 ，
désert 	 戈壁滩
sol 	 戈壁滩
pour 	 上
jonchant 	 密密麻麻
des 	 的
du 	 的
cailloux 	 石块
réalité 	 竟
des 	 是
humaines 	 人头
! 	 ！
immense 	 大地
terre 	 大地
recouvrait 	 站
. 	 。
Wang 	 汪淼站
Miao 	 汪淼站
perché 	 汪淼站
au 	 在
une 	 一个
sommet 	 高
colline 	 小丘
regardant 	 看
, 	 ，
cette 	 这
improbable 	 密密
de 	 的
humaine 	 人海
marée 	 人海
essaya 	 一望无际
, 	 ，
. 	 ，
calculer 	 估计
le 	 一下
nombre 	 数量
, 	 ，
Jusqu' 	 仅
où 	 所
porter 	 及
à 	 有
plusieurs 	 几亿
millions 	 几亿
! 	 ！
Il 	 他
comprit 	 知道
que 	 ，
Trisolariens 	 三体
les 	 的
tous 	 所有
s' 	 都
rendez-vous 	 聚集
ici 	 这里
. 	 。
provoquait 	 笼罩
de 	 着
ces 	 这
centaines 	 几亿
millions 	 几亿
personnes 	 人造就
Le 	 的
silence 	 寂静
une 	 一
suffocante 	 窒息
étrangeté 	 诡异
. 	 ，
Cette 	 这
foule 	 黎明
attendait 	 等待什
quelque 	 等待什
chose 	 么
. 	 。
Wang 	 汪淼
sonda 	 看看
alentours 	 附近
et 	 ，
remarqua 	 发现
tous 	 所有
levaient 	 在
au 	 着
ciel 	 天空
. 	 。
Wang 	 汪淼抬头
Miao 	 汪淼抬头
imita 	 汪淼抬头
et 	 ，
découvrit 	 发现
ciel 	 星空
incroyable 	 不可
spectacle 	 变化
: 	 ：
étoiles 	 群星
s' 	 竟然
étaient 	 竟然
déployées 	 排
en 	 成
un 	 一个
carrée 	 严整
formation 	 阵列
! 	 ！
il 	 汪淼
Bientôt 	 很快
réalisa 	 发现
que 	 ，
les 	 这
cet 	 这
imaginées 	 排
en 	 成
étoiles 	 星星
simplement 	 只是
se 	 只是
trouvaient 	 位于
sur 	 位于
planète 	 行星
synchrone 	 同步
orbite 	 轨道
au-dessus 	 上
Voie 	 银河系
lactée 	 银河系
de 	 的
océan 	 星海
paraissait 	 成
Derrière 	 后面
une 	 一个
cortège 	 背景
, 	 ，
le 	 这个
par 	 相对
immobile 	 明显
à 	 的
. 	 。
formation 	 正方形
Parmi 	 中
, 	 ，
aube 	 晨光
côté 	 一侧
du 	 的
étoiles 	 星体
lumineuses 	 亮度
plus 	 最高
proches 	 最高
. 	 ，
une 	 的
argentée 	 银光
lumière 	 银光
projetait 	 能
sur 	 在
sol 	 地面
ombres 	 人影
, 	 ，
luminosité 	 亮度
déclinait 	 减弱
. 	 。
Wang 	 汪淼数
Miao 	 汪淼数
formation 	 阵列
de 	 的
chaque 	 一
côté 	 边上
avoir 	 有
trente 	 三十
étoiles 	 星体
; 	 ，
donc 	 那
y 	 中
tout 	 总数
plus 	 一千左右
de 	 一千左右
mille 	 一千左右
. 	 。
cette 	 这
manifestement 	 显然
d' 	 由
artificielle 	 人造物
origine 	 构成
de 	 的
mouvement 	 阵列
formation 	 阵列
simultané 	 整体
sur 	 在
ciel 	 群星
le 	 的
fond 	 背景
lent 	 缓缓
, 	 ，
dégageait 	 充满
une 	 了
solennelle 	 庄严
puissance 	 力量感
. 	 。
alors 	 这时
qu' 	 ，
tenait 	 站
à 	 在
côtés 	 旁边
qui 	 的
un 	 一个
homme 	 男人
petit 	 轻轻
donna 	 推
de 	 了
coude 	 推
lui 	 他
et 	 ，
basse 	 低声
voix 	 低声
susurra 	 说
: 	 ：
— 	 “
Ah 	 啊
, 	 ，
vénérable 	 伟大
Copernic 	 哥白尼
, 	 ，
-vous 	 你
pourquoi 	 怎
arrivez 	 来得
si 	 这样
tard 	 晚
? 	 ？
passé 	 过去
ont 	 了
Trois 	 三
civilisations 	 文明
. 	 ，
Vous 	 你
manqué 	 错过
beaucoup 	 多
grands 	 伟大
de 	 的
accomplissements 	 事业
! 	 ！
— 	 “
c' 	 那
est 	 是
-ce 	 么
? 	 ？
Wang 	 汪淼
Miao 	 汪淼
la 	 的
d' 	 的
étoiles 	 星体
formation 	 阵列
demanda 	 问
. 	 。
— 	 “
La 	 那
glorieuse 	 伟大
trisolarienne 	 三体
flotte 	 舰队
, 	 ，
prête 	 马上
son 	 就
à 	 要
commencer 	 起航
expédition 	 远征
! 	 。
— 	 “
Vous 	 这
dire 	 说
que 	 ，
civilisation 	 文明
a 	 已经
atteint 	 具备
interstellaires 	 星际
voyages 	 远航
l' 	 的
âge 	 能力
? 	 ？
— 	 “
Oui 	 是
. 	 ，
Ces 	 那些
magnifiques 	 宏伟
vaisseaux 	 飞船
peuvent 	 能
atteindre 	 达到
dixième 	 十分之一
un 	 十分之一
vitesse 	 光速
. 	 。
— 	 “
dixième 	 十分之一
la 	 的
lumière 	 光速
vitesse 	 光速
du 	 至少
moins 	 至少
pour 	 在
j' 	 我
que 	 的
sais 	 知识
est 	 是
une 	 一个
énorme 	 伟大
avancée 	 成就
. 	 ，
Mais 	 但
pour 	 对于
un 	 对于
interstellaire 	 星际
vaisseau 	 航行
semble 	 说
même 	 还是
lent 	 慢
assez 	 些
. 	 。
— 	 “
long 	 千里之行始于足下
un 	 千里之行始于足下
voyage 	 千里之行始于足下
première 	 千里之行始于足下
la 	 千里之行始于足下
d' 	 千里之行始于足下
très 	 千里之行始于足下
, 	 ，
l' 	 那
homme 	 人
répondit 	 说
clef 	 关键
est 	 是
de 	 要
trouver 	 找
bonne 	 对
cible 	 目标
. 	 。
— 	 “
flotte 	 舰队
la 	 的
destination 	 地
est 	 是
Quelle 	 哪
? 	 ？
— 	 “
quatre 	 四光年
années 	 四光年
Un 	 一
situé 	 带有
d' 	 带有
système 	 恒星
stellaire 	 恒星
l' 	 是
Trisolaris 	 三体
plus 	 最近
proche 	 最近
du 	 的
étoile 	 恒星
. 	 。
– 	 ”
Wang 	 汪淼
Miao 	 汪淼
fut 	 有些
surpris 	 惊奇
: 	 ：
— 	 “
notre 	 我们
plus 	 最近
proche 	 最近
de 	 的
étoile 	 恒星
aussi 	 也
est 	 是
quatre 	 四光
années 	 年
. 	 。
— 	 “
Votre 	 你们
? 	 ？
— 	 “
Terre 	 地球
. 	 。
— 	 “
Oh 	 哦
, 	 ，
il 	 这
a 	 有
n' 	 没
rien 	 什
d' 	 么
étonnant 	 奇怪
. 	 ，
Dans 	 在
lactée 	 银河系
Voie 	 银河系
cette 	 的
la 	 的
grande 	 大片
région 	 区域
, 	 ，
étoiles 	 恒星
la 	 的
densité 	 密度
relativement 	 十分
homogène 	 均匀
. 	 ，
C' 	 这
est 	 是
étoiles 	 星
gravité 	 引力
lent 	 漫长
conditionnement 	 调节
le 	 的
résultat 	 结果
. 	 。
majorité 	 比例
des 	 的
étoiles 	 恒星
entre 	 之间
La 	 的
distance 	 间距
est 	 就是
d' 	 在
trois 	 三
à 	 到
six 	 六光年
années 	 六光年
. 	 。
gigantesque 	 巨大
de 	 的
clameur 	 欢呼声
retentit 	 爆发
. 	 。
Wang 	 汪淼抬头
Miao 	 汪淼抬头
leva 	 汪淼抬头
tête 	 汪淼抬头
la 	 一
vit 	 看
que 	 ，
chaque 	 每
étoile 	 星体
la 	 的
luminosité 	 亮度
s' 	 在
intensifiait 	 增加
. 	 ，
C' 	 这
était 	 是
- 	 本身
mêmes 	 本身
émise 	 发出
lumière 	 光
. 	 。
cette 	 这
clarté 	 光芒
aube 	 光芒
Rapidement 	 快
inondée 	 淹没
fut 	 了
de 	 的
et 	 ，
les 	 一千
mille 	 一千
étoiles 	 星体
transformèrent 	 变成
en 	 变成
mille 	 一千
petits 	 小
soleils 	 太阳
Trisolaris 	 三体
levait 	 迎
glorieux 	 辉煌
jour 	 白昼
. 	 。
terre 	 大地
Sur 	 上
la 	 的
foule 	 人们
au 	 向着
ciel 	 天空
leva 	 高举
mains 	 双手
, 	 ，
esquissant 	 形成
une 	 一望无际
infinie 	 一望无际
de 	 的
bras 	 手臂
prairie 	 草原
. 	 。
trisolarienne 	 三体
flotte 	 舰队
commença 	 开始
accélérer 	 加速
et 	 ，
grande 	 庄严
déplaça 	 移
dôme 	 苍穹
travers 	 掠过
tout 	 刚刚
juste 	 刚刚
lever 	 升起
le 	 的
céleste 	 巨月
lune 	 巨月
sommet 	 顶端
, 	 ，
sur 	 在
surface 	 月面
les 	 的
montagnes 	 山脉
et 	 和
vallées 	 平原
de 	 上
projetant 	 投
bleuté 	 蔚蓝色
un 	 的
halo 	 光晕
. 	 。
clameur 	 欢呼声
tut 	 平息
. 	 ，
Trisolaris 	 三体
le 	 的
peuple 	 人们
muet 	 默默
regarda 	 看
son 	 他们
espoir 	 希望
traverser 	 在
ouest 	 西方
du 	 的
ciel 	 太空
. 	 ，
Ils 	 他们
vivant 	 此生
connaîtraient 	 看
ne 	 不
de 	 到
l' 	 到
aboutissement 	 结局
, 	 ，
mais 	 但
quatre 	 四五百
cinq 	 四五百
siècles 	 年
, 	 ，
leurs 	 他们
descendants 	 子孙
recevraient 	 将
depuis 	 自
monde 	 世界
du 	 的
, 	 ，
le 	 那
trisolarienne 	 三体
civilisation 	 文明
une 	 的
nouvelle 	 新生
vie 	 新生
. 	 。
Wang 	 汪淼
Miao 	 汪淼
avec 	 与
eux 	 他们
silencieusement 	 默默
tenait 	 遥望
observant 	 遥望
, 	 ，
jusqu' 	 直到
à 	 直到
les 	 一千
mille 	 一千
étoiles 	 星星
la 	 的
réduites 	 缩
à 	 成
une 	 一
et 	 ，
que 	 直到
celle-ci 	 这
disparaisse 	 消失
à 	 在
ouest 	 西方
le 	 的
ciel 	 夜空
. 	 。
texte 	 字幕
afficha 	 出现
: 	 ：
trisolarienne 	 三体
civilisation 	 文明
vers 	 对
nouveau 	 新
monde 	 世界
L' 	 的
de 	 的
la 	 的
expédition 	 远征
commencé 	 开始
a 	 了
. 	 ，
flotte 	 舰队
est 	 正在
en 	 正在
route 	 航程
… 	 …
Le 	 《
des 	 《
Trois 	 三体
Corps 	 三体
jeu 	 游戏
terminé 	 结束
est 	 了
. 	 ，
Lorsque 	 当
vous 	 您
retournerez 	 回到
dans 	 回到
réalité 	 现实
, 	 ，
si 	 如果
fidèle 	 忠于
à 	 忠于
votre 	 自己
promesse 	 承诺
, 	 ，
veuillez 	 请
envoyé 	 发
à 	 给
Web 	 电子
page 	 邮件
dont 	 中
le 	 的
lien 	 地址
et 	 ，
rendez-vous 	 参加
à 	 参加
Terre 	 地球
Trisolaris 	 三体
Organisation 	 组织
l' 	 的
assemblée 	 聚会
. 	 。
21 	 21
: 	 .
TERRE 	 地球
REBELLES 	 叛军
LES 	 叛军
TRISOLARIS 	 叛军
que 	 与
cette 	 上次
dernière 	 上次
joueurs 	 网友
réunion 	 聚会
avait 	 是
bien 	 众多
plus 	 众多
de 	 的
. 	 。
Elle 	 的
lieu 	 地点
dans 	 是
une 	 一
chimique 	 化工厂
usine 	 化工厂
d' 	 的
cafétéria 	 食堂
. 	 ，
entreprise 	 工厂
avait 	 已经
été 	 已经
délocalisée 	 搬迁
et 	 ，
le 	 这
bientôt 	 即将
bâtiment 	 建筑
vétuste 	 破旧
, 	 ，
allait 	 十分
être 	 十分
détruit 	 宽敞
. 	 。
réunies 	 聚集
dans 	 在
la 	 这里
salle 	 这里
étaient 	 有
Trois 	 三百
cents 	 三百
personnes 	 人
. 	 。
Wang 	 汪淼
Miao 	 汪淼
aperçut 	 发现
beaucoup 	 许多
familiers 	 熟悉
de 	 的
visages 	 面孔
. 	 ，
célébrités 	 社会名流
et 	 和
toutes 	 各个
sortes 	 各个
des 	 的
experts 	 精英
Des 	 的
scientifiques 	 科学
, 	 、
écrivains 	 文学
, 	 、
politiques 	 政治
hommes 	 家
… 	 。
première 	 首先
attira 	 吸引
attention 	 注意
La 	 的
qui 	 的
était 	 是
placée 	 摆放
au 	 在
cafétéria 	 大厅
centre 	 正中
une 	 的
insolite 	 神奇
chose 	 东西
: 	 ，
trois 	 三
argentées 	 银色
de 	 的
sphères 	 球体
, 	 ，
chacune 	 每个
qu' 	 比
bowling 	 保龄球
peu 	 略
petite 	 小
, 	 ，
au-dessus 	 在
un 	 一个
métal 	 金属
socle 	 基座
tourbillonnant 	 翻飞
. 	 ，
Wang 	 汪淼猜测
supposa 	 汪淼猜测
l' 	 这个
installation 	 装置
ensemble 	 装置
que 	 可能
fonctionnait 	 是
grâce 	 基于
au 	 基于
électromagnétique 	 磁悬浮
sustentation 	 磁悬浮
principe 	 原理
. 	 。
sphères 	 球体
L' 	 的
orbite 	 轨道
absolument 	 完全
aléatoire 	 随机
, 	 ，
Wang 	 汪森
Miao 	 汪森
vit 	 看到
réelle 	 真正
du 	 的
trois 	 三体
corps 	 三体
mouvement 	 运动
. 	 。
autres 	 其他
Les 	 的
convives 	 人
ne 	 并
pas 	 没有
une 	 过多
grande 	 过多
attention 	 注意
cette 	 那个
d' 	 的
art 	 艺术品
œuvre 	 艺术品
. 	 ，
Leur 	 他们
attention 	 注意力
rivée 	 集中
sur 	 在
salle 	 大厅
centre 	 中央
Pan 	 潘寒
Han 	 潘寒
qui 	 他
debout 	 站
sur 	 在
une 	 一
cassée 	 破
table 	 饭桌
. 	 。
— 	 “
As 	 是
- 	 是
tu 	 你
assassiné 	 杀
la 	 了
Shen 	 申玉菲
Yufei 	 申玉菲
camarade 	 同志
? 	 ？
quelqu' 	 有
un 	 人质
interrogea 	 问道
. 	 。
— 	 “
Oui 	 是
Pan 	 潘寒镇静
Han 	 潘寒镇静
froid 	 潘寒镇静
avec 	 地
répondit 	 说
Organisation 	 组织
fait 	 走
à 	 到
aujourd'hui 	 今天
crise 	 危险
une 	 的
, 	 ，
provoquée 	 因为
par 	 因为
adventistes 	 降临
rangs 	 内部
ont 	 有
comme 	 像
elle 	 她
des 	 的
les 	 的
traîtres 	 叛徒
qui 	 的
infiltré 	 出卖
. 	 。
— 	 “
quel 	 谁
tu 	 你
droit 	 权力
osé 	 杀人
- 	 的
? 	 ？
— 	 “
mon 	 我
C' 	 这
était 	 是
pour 	 出于
Organisation 	 组织
le 	 的
devoir 	 责任心
! 	 ！
— 	 “
Ton 	 你
devoir 	 责任心
? 	 ？
Je 	 你
tes 	 这
début 	 本
dès 	 就
intentions 	 心术不正
mauvaises 	 心术不正
! 	 ！
— 	 “
tu 	 你
insinues 	 说
- 	 清楚
— 	 ”
tu 	 你
responsabilité 	 领导
la 	 的
environnementale 	 环境
section 	 分支
accompli 	 干
la 	 什
Qu' 	 么
? 	 ？
Votre 	 你们
mission 	 责任
était 	 是
servir 	 利用
ou 	 和
créer 	 制造
environnementaux 	 环境
problèmes 	 问题
pour 	 以
susciter 	 激起
au 	 对
de 	 对
science 	 科学
et 	 和
modernes 	 现代
industrie 	 工业
la 	 的
haine 	 厌恶
. 	 。
utiliser 	 凭借主
les 	 的
technologies 	 技术
et 	 和
prédictions 	 预测
, 	 ，
tes 	 自己
propres 	 自己
servir 	 捞取
accroître 	 捞取
réputation 	 名利
intérêts 	 名利
! 	 ！
— 	 “
ma 	 我
réputation 	 出名
m' 	 了
? 	 ？
tout 	 整个
l' 	 整个
humanité 	 人类
À 	 在
mes 	 我
yeux 	 眼中
n' 	 已
est 	 是
un 	 一
tas 	 堆
immondices 	 垃圾
, 	 ，
-je 	 我
pourquoi 	 还
voudrais 	 在乎
reconnaissance 	 名誉
? 	 ？
Mais 	 但
je 	 我
pas 	 不
étais 	 出
célèbre 	 名行
je 	 我
pourrais 	 如何
influencer 	 引导
esprits 	 人们
les 	 的
? 	 ？
— 	 “
Tu 	 你
toujours 	 尽
choisi 	 选择
la 	 的
la 	 避开
facilité 	 难
! 	 ！
tu 	 你
Tout 	 那些
ce 	 那些
très 	 完全
bien 	 完全
pu 	 可以
par 	 由
société 	 社会
des 	 那些
écologistes 	 环保
militants 	 人士
accompli 	 做
. 	 ！
ils 	 他们
que 	 比
tu 	 你
sincères 	 真诚
bien 	 得
et 	 ，
passionnés 	 热情
. 	 ，
peu 	 稍加
orienter 	 引导
, 	 ，
leurs 	 他们
combats 	 行为
pu 	 可以
à 	 为
nous 	 我们
notre 	 我们
utiliser 	 用
! 	 。
de 	 的
la 	 的
environnementale 	 环境
section 	 分支
principale 	 要
tâche 	 做
c' 	 的
est 	 是
provoquer 	 制造
catastrophes 	 灾难
ensuite 	 然后
eau 	 水库
réservoirs 	 水库
empoisonner 	 播撒
, 	 ，
dans 	 在
chimiques 	 化工厂
usines 	 化工厂
provoquer 	 制造
fuites 	 泄漏
… 	 …
qu' 	 这些
-vous 	 你们
fait 	 做
? 	 ？
Rien 	 一样
ça 	 一样
tout 	 都
! 	 ！
— 	 “
Nous 	 我们
réfléchi 	 有
nombreux 	 大量
de 	 的
programmes 	 方案
et 	 和
plans 	 计划
, 	 ，
mais 	 但
tous 	 都
été 	 被
Guide 	 统帅
refusés 	 否
ont 	 了
. 	 。
De 	 至少
toute 	 至少
moins 	 至少
Il 	 在
a 	 在
aujourd'hui 	 以前
temps 	 以前
, 	 ，
ces 	 这样
façon 	 这样
actions 	 做
été 	 很
stupides 	 蠢
biologique 	 生物
et 	 和
médicale 	 医疗
section 	 分支
a 	 曾
provoquant 	 制造
créer 	 制造
de 	 过
overdose 	 滥用
antibiotiques 	 抗菌素
catastrophe 	 灾难
mais 	 不
rapidement 	 快
été 	 被
découvert 	 识破
a 	 了
! 	 ？
européenne 	 欧洲
filiale 	 分队
bien 	 差点
failli 	 引火烧身
repérer 	 引火烧身
! 	 ！
— 	 “
toi 	 你
faire 	 杀
, 	 ，
as 	 已经
commis 	 引火烧身
meurtre 	 引火烧身
un 	 了
! 	 ！
— 	 “
écoutez 	 听
-moi 	 我
, 	 ，
Camarades 	 同志
, 	 ，
Tôt 	 迟早
tard 	 迟早
c' 	 一样
inévitable 	 一样
! 	 ！
vous 	 你们
déjà 	 已经
savez 	 知道
, 	 ，
nombreux 	 各国
gouvernements 	 政府
qui 	 都
ont 	 已
décrété 	 进入
guerre 	 战争
état 	 状态
. 	 。
En 	 在
Europe 	 欧洲
et 	 和
Nord 	 北美
Amérique 	 北美
, 	 ，
Organisation 	 组织
la 	 的
capture 	 搜捕
déjà 	 已经
procédé 	 开始
. 	 。
je 	 我们
ici 	 这里
Dès 	 一旦
commenceront 	 事发
, 	 ，
rédemptoristes 	 拯救
doute 	 肯定
pas 	 肯定
rangeront 	 会
autorités 	 政府
du 	 一边
côté 	 一边
. 	 ，
Nous 	 我们
que 	 现在
agir 	 做
et 	 就是
purger 	 把
rédemptoristes 	 拯救派
! 	 ！
— 	 “
n' 	 不
as 	 是
Tu 	 你
autorité 	 考虑
cette 	 的
. 	 。
— 	 “
Bien 	 当然
sûr 	 当然
d' 	 要
au 	 由
décider 	 考虑
. 	 。
Mais 	 但
camarades 	 同志
, 	 ，
mon 	 我
est 	 可以
devoir 	 责任
de 	 地
informer 	 告诉
vous 	 你们
que 	 ，
Guide 	 统帅
est 	 是
adventiste 	 降临
! 	 ！
— 	 “
Tu 	 你
ici 	 这
affabules 	 信口
! 	 吧
l' 	 的
autorité 	 威信
Tout 	 大
monde 	 家
connaît 	 清楚
. 	 。
Si 	 如果
que 	 像
tu 	 你
prétends 	 说
le 	 的
telle 	 那样
, 	 ，
rédemptoristes 	 拯救
longtemps 	 早就
été 	 被
exclus 	 清除
. 	 ！
— 	 “
sans 	 也
doute 	 许统帅
Guide 	 许统帅
a 	 有
ses 	 的
raisons 	 考虑
que 	 说
- 	 不
Peut 	 定
être 	 定
aujourd'hui 	 今天
l' 	 的
assemblée 	 会议
c' 	 就
est 	 是
but 	 为
de 	 了
. 	 。
Ces 	 这
, 	 ，
foule 	 人们
l' 	 的
attention 	 注意力
de 	 从
Pan 	 潘寒
Han 	 潘寒
détourna 	 移
et 	 ，
commencèrent 	 转移
de 	 到
la 	 的
crise 	 危机
à 	 上
. 	 。
Un 	 一
remporté 	 获得
Turing 	 图灵奖
prix 	 图灵奖
ayant 	 的
célèbre 	 著名
scientifique 	 专
sauta 	 跳
sur 	 上
table 	 桌子
, 	 ，
brandit 	 振臂一挥
lança 	 说
: 	 ：
— 	 “
Camarades 	 大
croyez 	 说
, 	 ，
-vous 	 我们
que 	 到底
est 	 该怎
de 	 么
faire 	 办
? 	 ？
— 	 “
mondiale 	 全球
rébellion 	 起义
! 	 ！
— 	 “
C' 	 这
est 	 是
suicide 	 自取灭亡
! 	 ？
— 	 “
Trisolaris 	 三体
esprit 	 精神
Longue 	 万岁
vie 	 万岁
! 	 ！
Nous 	 我们
comme 	 是
tenaces 	 顽强
des 	 的
de 	 的
graines 	 种子
, 	 ，
forêt 	 野火烧不尽
incendie 	 野火烧不尽
repoussent 	 野火烧不尽
qui 	 的
! 	 ！
— 	 “
rébellion 	 起义
monde 	 世界
connaîtra 	 袭明
notre 	 我们
visage 	 存在
Ce 	 这
sera 	 将
Organisation 	 组织
première 	 第一
fois 	 次
entrera 	 登
sur 	 上
histoire 	 历史
la 	 的
scène 	 舞台
. 	 ，
Si 	 只要
programme 	 纲领
cohérent 	 合适
, 	 ，
trouvera 	 会
par 	 在
monde 	 世界
vaste 	 广泛
soutien 	 响应
de 	 的
! 	 ！
dernière 	 最后
Cette 	 这
phrase 	 句
Pan 	 潘寒说
Han 	 潘寒说
prononcée 	 潘寒说
, 	 ，
souleva 	 引起
des 	 一些
applaudissements 	 共鸣
. 	 。
un 	 有人
cria 	 喊
: 	 ：
— 	 “
Guide 	 统帅
! 	 ！
foule 	 人群
écarta 	 让
s' 	 了
un 	 一
passage 	 路
. 	 ，
Wang 	 汪森
Miao 	 汪森
pris 	 抬
sentit 	 感到
vertige 	 眩晕
. 	 ，
monde 	 世界
devant 	 在
ses 	 他
yeux 	 眼中
apparut 	 变成
comme 	 变成
noir 	 黑
blanc 	 白
et 	 两
, 	 ，
seul 	 唯一
avec 	 拥有
en 	 拥有
couleurs 	 色彩
: 	 是
juste 	 刚刚
apparition 	 出现
qui 	 的
celle 	 那个
personnage 	 人
. 	 。
par 	 在
des 	 一
gardes 	 护卫
Escorté 	 跟随
s' 	 ，
Terre 	 地球
Trisolaris 	 三体
rebelles 	 叛军
des 	 的
de 	 的
: 	 统帅
Ye 	 叶文洁
Wenjie 	 叶文洁
décidés 	 稳步
avançait 	 走
. 	 。
vint 	 走
au 	 到
pour 	 为
elle 	 她
libéré 	 空
d' 	 的
un 	 一
cercle 	 圈
milieu 	 中央
. 	 ，
leva 	 举起
un 	 一
maigre 	 瘦
poing 	 拳头
avec 	 用
Wang 	 汪森
Miao 	 汪森
pas 	 不
soupçonnait 	 想象
et 	 和
déterminée 	 坚定
clama 	 说
: 	 ：
— 	 “
Mettons 	 消灭
humaine 	 人类
tyrannie 	 暴政
! 	 ！
La 	 这
foule 	 群
rebelles 	 叛徒
répondit 	 喊
par 	 出
semblait 	 显然
avoir 	 已
maintes 	 无数
fois 	 次
répété 	 重复
un 	 的
slogan 	 呼号
: 	 ：
— 	 “
monde 	 世界
appartient 	 属于
à 	 属于
Trisolaris 	 三体
! 	 ！
— 	 “
camarades 	 同志
Ye 	 叶文杰
Wenjie 	 叶文杰
. 	 。
Sa 	 她
voix 	 声音
retrouvé 	 恢复
Wang 	 汪森
Miao 	 汪森
connaissait 	 熟悉
la 	 的
douceur 	 温软
et 	 和
légèreté 	 缓慢
, 	 ，
si 	 以至于
bien 	 以至于
que 	 以至于
il 	 他
cet 	 这时
instant 	 这时
qu' 	 才
fin 	 最后
assurance 	 确定
de 	 的
l' 	 的
bien 	 确
était 	 是
femme 	 她
. 	 。
— 	 “
derniers 	 最近
J' 	 身体
peu 	 太
malade 	 好
et 	 ，
n' 	 没有
pas 	 没有
à 	 和
vos 	 大
présente 	 见面
côtés 	 见面
. 	 ，
situation 	 形势
grave 	 严峻
. 	 ，
Je 	 我
sais 	 知道
que 	 知道
chacun 	 大
vous 	 大
est 	 都
soumis 	 承受
à 	 着
insupportable 	 很
une 	 的
pression 	 压力
, 	 ，
pourquoi 	 所以
venir 	 来
voir 	 看看
. 	 。
— 	 “
Guide 	 统帅
prenez 	 保重
soin 	 保重
… 	 …
personnes 	 人们
quelques 	 纷纷
foule 	 纷纷
lancèrent 	 说
. 	 。
Wang 	 汪淼
Miao 	 汪淼
reconnut 	 听
que 	 ，
leurs 	 这
paroles 	 声音
venaient 	 是
fond 	 真诚
cœur 	 真诚
du 	 的
du 	 的
. 	 。
Ye 	 叶文洁
Wenjie 	 叶文洁
dit 	 说
— 	 “
passer 	 讨论
importantes 	 重大
choses 	 问题
Avant 	 之前
, 	 ，
nous 	 我们
régler 	 处理
un 	 一
point 	 件
détail 	 小事
: 	 。
Pan 	 潘寒
elle 	 她
appelé 	 招呼
yeux 	 眼睛
toujours 	 却
sur 	 着
. 	 。
— 	 “
voici 	 统帅
, 	 ，
Me 	 我
. 	 。
